user_id,phone,age,gender,city,registration_date,tenure_months,plan_type,plan_name,monthly_spend_usd,data_quota_gb,data_usage_gb,data_usage_pct,voice_minutes,sms_sent,app_logins_last_30d,days_since_last_topup,complaints_last_90d,support_tickets,nps_score,avg_speed_mbps,dropped_calls_last_30d,device_brand,churn_probability,churned
USR005414,+62813-5917-****,34,F,Semarang,2022-08-14,45,postpaid,starter,10.0,15,11.51,76.7,109,27,9,21,1,1,7,21.8,0,Xiaomi,0.129,0
USR005415,+62822-3407-****,30,M,Jakarta,2022-11-22,41,prepaid,daily_5gb,1.3,5,3.68,73.6,39,26,12,4,0,1,4,32.2,4,Apple,0.25,1
USR005416,+62821-8768-****,27,M,Surabaya,2023-03-05,38,prepaid,mini_1gb,0.7,1,0.13,13.3,237,5,16,0,2,0,6,18.7,3,Samsung,0.548,1
USR005417,+62822-3021-****,39,M,Bandung,2025-02-25,14,postpaid,plus,20.0,50,22.38,44.8,102,15,9,7,0,0,6,23.0,3,Xiaomi,0.082,0
USR005418,+62812-3924-****,18,F,Makassar,2025-08-19,8,prepaid,daily_5gb,1.3,5,2.44,48.8,105,82,12,1,0,0,5,15.7,1,Oppo,0.143,0
USR005419,+62821-8297-****,43,F,Medan,2026-01-21,3,postpaid,starter,10.0,15,6.66,44.4,0,16,10,0,0,1,5,32.4,2,Samsung,0.412,1
USR005420,+62821-1948-****,42,F,Bandung,2021-11-03,54,postpaid,starter,10.0,15,7.94,53.0,146,68,13,3,0,0,7,29.3,4,Xiaomi,0.04,0
USR005421,+62812-9128-****,21,M,Surabaya,2016-06-08,120,prepaid,weekly_10gb,3.3,10,8.02,80.2,21,6,18,1,0,1,9,38.8,4,Samsung,0.035,0
USR005422,+62851-6841-****,42,F,Jakarta,2023-11-30,29,prepaid,mini_1gb,0.7,1,0.99,99.3,269,0,18,1,0,0,5,16.6,1,Oppo,0.165,0
USR005423,+62821-6344-****,20,M,Palembang,2023-03-07,38,prepaid,daily_5gb,1.3,5,2.65,52.9,172,12,9,0,2,1,4,20.1,3,Apple,0.565,1
USR005424,+62822-4278-****,28,M,Jakarta,2020-08-16,69,prepaid,monthly_20gb,6.7,20,11.74,58.7,168,6,15,1,2,0,6,12.5,6,Xiaomi,0.323,0
USR005425,+62822-2040-****,37,M,Denpasar,2025-03-05,14,prepaid,weekly_10gb,3.3,10,7.13,71.3,89,13,13,2,0,1,5,26.6,2,Samsung,0.114,1
USR005426,+62812-8211-****,36,M,Bandung,2023-03-10,38,prepaid,weekly_10gb,3.3,10,3.35,33.5,118,14,13,12,1,4,8,13.7,2,Samsung,0.197,0
USR005427,+62851-6890-****,33,M,Surabaya,2024-11-12,17,prepaid,monthly_20gb,6.7,20,17.78,88.9,127,3,19,8,0,1,5,17.7,3,Samsung,0.136,0
USR005428,+62812-6518-****,28,F,Medan,2023-12-22,28,prepaid,weekly_10gb,3.3,10,5.76,57.6,278,16,11,0,0,0,7,27.0,0,Xiaomi,0.068,1
USR005429,+62813-6580-****,31,F,Bandung,2021-11-09,54,postpaid,plus,20.0,50,32.92,65.8,267,38,15,4,1,1,10,37.1,0,Oppo,0.022,0
USR005430,+62812-4830-****,18,F,Jakarta,2023-06-16,34,postpaid,plus,20.0,50,37.31,74.6,276,14,12,6,0,1,3,26.3,0,Apple,0.423,0
USR005431,+62822-7586-****,46,F,Jakarta,2020-03-16,74,prepaid,monthly_20gb,6.7,20,5.26,26.3,0,22,16,13,0,1,8,27.5,4,Apple,0.33,1
USR005432,+62822-2754-****,31,F,Jakarta,2026-03-08,1,postpaid,plus,20.0,50,16.02,32.0,418,74,9,0,0,1,7,33.0,0,Xiaomi,0.28,0
USR005433,+62813-7356-****,24,M,Surabaya,2026-01-26,3,prepaid,monthly_20gb,6.7,20,21.47,107.3,182,6,13,13,0,0,8,18.0,0,Samsung,0.744,1
USR005434,+62853-5007-****,46,F,Denpasar,2025-11-07,5,postpaid,starter,10.0,15,11.3,75.3,23,0,11,5,0,1,5,24.3,2,Samsung,0.207,1
USR005435,+62821-2921-****,39,M,Palembang,2024-07-10,21,postpaid,starter,10.0,15,9.83,65.5,112,37,10,10,0,1,8,32.4,3,Oppo,0.157,1
USR005436,+62821-2015-****,25,M,Medan,2024-04-14,24,prepaid,monthly_20gb,6.7,20,16.08,80.4,123,5,14,0,1,0,3,30.1,4,Samsung,0.518,1
USR005437,+62812-5155-****,18,F,Bandung,2019-02-04,88,prepaid,monthly_20gb,6.7,20,6.89,34.4,51,9,10,0,0,0,3,15.1,1,Xiaomi,0.316,0
USR005438,+62812-3692-****,36,M,Makassar,2026-03-06,1,prepaid,monthly_20gb,6.7,20,14.68,73.4,117,2,10,3,0,0,6,26.9,3,Oppo,0.162,0
USR005439,+62822-5741-****,43,M,Makassar,2024-06-02,23,prepaid,daily_5gb,1.3,5,3.09,61.8,0,13,6,1,0,1,6,3.7,1,Samsung,0.267,0
USR005440,+62821-2296-****,26,F,Denpasar,2026-03-20,1,prepaid,daily_5gb,1.3,5,1.21,24.2,205,35,12,1,0,0,8,36.9,0,Realme,0.262,0
USR005441,+62821-8970-****,31,F,Bandung,2024-03-24,25,postpaid,plus,20.0,50,42.9,85.8,6,35,6,9,0,0,7,16.0,1,Samsung,0.088,0
USR005442,+62822-1993-****,19,M,Bandung,2023-09-21,31,postpaid,family,40.0,150,158.32,105.5,61,2,14,12,0,0,8,31.7,1,Xiaomi,0.359,0
USR005443,+62853-8918-****,46,M,Surabaya,2024-12-03,17,prepaid,daily_5gb,1.3,5,3.22,64.5,119,8,16,6,0,0,9,51.4,3,Vivo,0.077,0
USR005444,+62812-5406-****,18,F,Surabaya,2025-11-23,5,prepaid,daily_5gb,1.3,5,5.68,113.6,31,57,16,6,0,1,7,9.3,0,Infinix,0.429,0
USR005445,+62813-1410-****,18,M,Surabaya,2025-05-03,12,postpaid,starter,10.0,15,12.11,80.7,161,3,15,3,0,1,6,41.2,4,Oppo,0.164,0
USR005446,+62853-8390-****,29,F,Surabaya,2018-09-03,93,prepaid,monthly_50gb,13.3,50,26.15,52.3,116,24,8,7,1,0,6,12.0,4,Samsung,0.119,0
USR005447,+62812-7207-****,33,M,Denpasar,2017-12-24,101,prepaid,daily_5gb,1.3,5,3.9,78.0,143,5,15,17,2,0,8,41.1,3,Oppo,0.704,1
USR005448,+62853-6403-****,22,F,Jakarta,2025-04-22,12,prepaid,daily_5gb,1.3,5,5.12,102.5,264,13,10,1,0,1,10,22.3,1,Apple,0.05,0
USR005449,+62822-9028-****,37,F,Semarang,2024-07-18,21,postpaid,starter,10.0,15,7.14,47.6,238,2,16,11,1,1,7,42.7,2,Xiaomi,0.306,0
USR005450,+62851-9313-****,32,M,Surabaya,2025-01-13,15,prepaid,weekly_10gb,3.3,10,7.46,74.6,103,17,11,14,0,0,9,15.4,2,Samsung,0.222,1
USR005451,+62812-1554-****,18,M,Jakarta,2024-05-25,23,prepaid,monthly_50gb,13.3,50,36.05,72.1,223,17,6,6,0,1,7,1.5,1,Apple,0.161,0
USR005452,+62853-2922-****,18,M,Jakarta,2025-10-26,6,postpaid,starter,10.0,15,7.19,47.9,139,46,13,12,0,1,5,28.9,4,Samsung,0.444,0
USR005453,+62821-3214-****,40,M,Jakarta,2025-09-21,7,prepaid,weekly_10gb,3.3,10,2.68,26.8,165,13,13,1,0,0,5,29.4,2,Xiaomi,0.251,0
USR005454,+62813-9870-****,34,M,Medan,2022-04-04,49,prepaid,monthly_20gb,6.7,20,8.39,41.9,96,73,6,5,1,1,6,29.6,1,Xiaomi,0.067,0
USR005455,+62813-9690-****,18,M,Jakarta,2022-10-21,42,prepaid,monthly_50gb,13.3,50,12.94,25.9,145,11,18,4,0,2,7,31.5,3,Oppo,0.064,0
USR005456,+62812-9026-****,27,M,Jakarta,2024-02-16,26,prepaid,weekly_10gb,3.3,10,7.17,71.7,158,3,14,7,0,0,5,7.7,2,Apple,0.188,1
USR005457,+62813-4130-****,31,F,Makassar,2024-01-23,27,prepaid,weekly_10gb,3.3,10,2.49,24.9,233,45,8,8,0,0,6,30.1,4,Samsung,0.156,0
USR005458,+62813-4570-****,19,F,Palembang,2021-09-16,56,prepaid,daily_5gb,1.3,5,4.74,94.7,77,5,14,0,0,0,7,21.9,2,Xiaomi,0.057,0
USR005459,+62821-2464-****,18,M,Bandung,2026-03-21,1,postpaid,starter,10.0,15,6.68,44.5,163,25,14,1,0,2,8,30.6,2,Oppo,0.19,1
USR005460,+62851-9397-****,37,M,Jakarta,2023-05-06,36,prepaid,monthly_20gb,6.7,20,10.53,52.7,203,10,14,12,0,1,5,21.6,3,Xiaomi,0.626,0
USR005461,+62822-7258-****,31,F,Surabaya,2025-03-08,13,prepaid,monthly_20gb,6.7,20,8.78,43.9,188,13,7,2,0,0,7,25.0,1,Realme,0.197,0
USR005462,+62822-5865-****,49,M,Jakarta,2024-05-16,23,postpaid,family,40.0,150,97.62,65.1,28,109,15,0,0,2,4,28.0,5,Samsung,0.467,1
USR005463,+62851-1721-****,23,F,Jakarta,2025-06-24,10,prepaid,mini_1gb,0.7,1,0.74,74.5,56,57,6,8,0,1,0,29.8,2,Apple,0.622,0
USR005464,+62851-1869-****,35,M,Jakarta,2024-10-04,19,postpaid,family,40.0,150,38.3,25.5,72,4,14,7,0,2,9,19.1,1,Oppo,0.034,0
USR005465,+62813-4883-****,33,M,Jakarta,2026-03-22,1,postpaid,starter,10.0,15,6.95,46.3,114,45,14,2,1,1,8,21.4,1,Realme,0.15,1
USR005466,+62812-7742-****,37,M,Medan,2023-07-18,33,prepaid,monthly_50gb,13.3,50,39.15,78.3,40,18,7,15,0,0,6,24.4,3,Samsung,0.675,1
USR005467,+62821-3849-****,43,F,Medan,2021-09-04,56,postpaid,family,40.0,150,85.98,57.3,147,5,11,6,0,1,9,26.9,4,Oppo,0.014,0
USR005468,+62812-9491-****,47,M,Palembang,2025-03-01,14,prepaid,weekly_10gb,3.3,10,5.93,59.3,149,63,11,6,0,0,6,47.3,4,Realme,0.155,1
USR005469,+62812-4993-****,30,F,Jakarta,2025-08-26,8,postpaid,starter,10.0,15,11.53,76.9,196,4,18,21,1,0,8,20.2,1,Xiaomi,0.465,1
USR005470,+62853-3574-****,51,F,Jakarta,2021-09-15,56,prepaid,daily_5gb,1.3,5,4.35,86.9,96,27,10,2,0,1,6,25.5,3,Infinix,0.054,0
USR005471,+62813-9394-****,25,F,Surabaya,2022-12-28,40,prepaid,monthly_20gb,6.7,20,4.91,24.5,196,0,10,1,0,0,9,25.6,3,Samsung,0.017,0
USR005472,+62853-2395-****,31,F,Jakarta,2024-06-06,23,prepaid,monthly_20gb,6.7,20,12.41,62.1,115,2,7,0,1,0,5,31.6,0,Xiaomi,0.075,0
USR005473,+62813-7413-****,41,F,Bandung,2025-01-21,15,postpaid,starter,10.0,15,7.84,52.3,314,11,14,7,0,1,10,23.3,2,Oppo,0.031,0
USR005474,+62821-1222-****,51,F,Surabaya,2023-09-01,32,postpaid,starter,10.0,15,11.48,76.5,228,85,9,1,0,0,9,37.5,2,Apple,0.019,0
USR005475,+62851-6362-****,22,M,Surabaya,2024-08-18,20,prepaid,weekly_10gb,3.3,10,5.95,59.5,207,14,9,2,0,1,9,20.3,1,Oppo,0.037,0
USR005476,+62853-4424-****,35,F,Jakarta,2026-03-13,1,postpaid,starter,10.0,15,8.52,56.8,156,8,14,1,0,0,6,33.1,2,Samsung,0.14,0
USR005477,+62822-3324-****,28,F,Bandung,2025-04-07,12,postpaid,family,40.0,150,94.13,62.8,268,12,12,4,1,2,10,23.6,2,Oppo,0.032,0
USR005478,+62812-9322-****,27,M,Jakarta,2022-11-07,42,prepaid,daily_5gb,1.3,5,2.11,42.2,125,7,13,1,1,0,3,18.0,3,Oppo,0.152,1
USR005479,+62851-7538-****,22,F,Jakarta,2026-02-26,2,prepaid,mini_1gb,0.7,1,0.74,74.4,29,1,17,4,0,2,7,5.9,3,Apple,0.533,1
USR005480,+62821-9620-****,28,F,Medan,2023-03-06,38,prepaid,monthly_20gb,6.7,20,16.54,82.7,220,4,18,8,0,0,9,42.0,2,Xiaomi,0.035,0
USR005481,+62821-4644-****,18,F,Surabaya,2021-03-09,62,prepaid,mini_1gb,0.7,1,0.3,29.5,273,28,13,2,0,1,10,11.8,1,Oppo,0.015,0
USR005482,+62821-8057-****,25,F,Medan,2026-02-14,2,prepaid,daily_5gb,1.3,5,2.69,53.8,162,15,9,8,0,0,10,28.4,6,Vivo,0.143,0
USR005483,+62812-3015-****,39,M,Jakarta,2021-09-26,55,prepaid,mini_1gb,0.7,1,0.62,62.4,157,68,12,9,0,0,7,22.5,2,Xiaomi,0.033,0
USR005484,+62822-1689-****,36,M,Jakarta,2022-12-29,40,prepaid,monthly_50gb,13.3,50,27.71,55.4,14,65,13,5,0,0,7,12.8,3,Samsung,0.134,0
USR005485,+62812-1768-****,25,F,Semarang,2023-09-03,32,prepaid,daily_5gb,1.3,5,2.76,55.2,275,1,10,4,0,0,6,32.5,2,Samsung,0.241,1
USR005486,+62813-8602-****,40,M,Denpasar,2025-01-18,15,prepaid,daily_5gb,1.3,5,1.52,30.4,166,36,12,9,0,0,7,28.6,1,Samsung,0.221,0
USR005487,+62812-5389-****,18,M,Bandung,2020-03-21,74,prepaid,weekly_10gb,3.3,10,7.96,79.6,21,30,15,2,0,0,10,27.0,2,Samsung,0.046,0
USR005488,+62851-1207-****,28,M,Jakarta,2024-04-01,25,prepaid,daily_5gb,1.3,5,5.21,104.2,77,0,18,0,0,0,6,25.1,1,Vivo,0.049,0
USR005489,+62812-5323-****,18,F,Semarang,2025-12-21,4,prepaid,unlimited,20.0,100,56.38,56.4,112,11,13,1,0,1,8,20.8,3,Xiaomi,0.236,0
USR005490,+62853-1401-****,27,M,Jakarta,2023-10-07,31,postpaid,family,40.0,150,112.28,74.9,10,7,12,0,1,0,9,21.3,0,Apple,0.051,0
USR005491,+62822-9130-****,27,M,Bandung,2023-02-03,39,postpaid,starter,10.0,15,7.1,47.3,69,4,8,7,0,0,10,15.6,3,Apple,0.027,0
USR005492,+62821-4981-****,29,M,Surabaya,2024-07-17,21,postpaid,starter,10.0,15,9.09,60.6,0,29,10,6,0,0,9,18.1,1,Oppo,0.093,0
USR005493,+62822-3872-****,33,F,Medan,2026-03-08,1,postpaid,starter,10.0,15,14.46,96.4,274,2,13,1,0,2,5,20.0,1,Xiaomi,0.203,0
USR005494,+62851-8934-****,42,F,Makassar,2025-11-14,5,prepaid,weekly_10gb,3.3,10,6.22,62.2,230,19,15,2,0,0,9,24.3,1,Samsung,0.064,0
USR005495,+62813-1762-****,19,M,Makassar,2025-06-29,10,prepaid,monthly_50gb,13.3,50,22.64,45.3,234,23,12,4,1,0,4,18.5,4,Samsung,0.524,1
USR005496,+62813-1431-****,48,M,Denpasar,2024-07-07,22,postpaid,plus,20.0,50,42.83,85.7,190,12,19,1,0,0,7,25.6,3,Vivo,0.155,0
USR005497,+62853-6193-****,29,M,Makassar,2025-05-28,11,prepaid,weekly_10gb,3.3,10,11.12,111.2,64,21,13,3,1,0,5,25.4,3,Oppo,0.209,0
USR005498,+62821-9473-****,23,F,Medan,2024-09-30,19,prepaid,monthly_20gb,6.7,20,15.48,77.4,173,11,8,9,0,1,5,13.1,1,Xiaomi,0.111,0
USR005499,+62851-9814-****,27,M,Jakarta,2026-03-14,1,prepaid,daily_5gb,1.3,5,3.67,73.3,56,40,11,3,0,0,6,4.0,3,Samsung,0.332,0
USR005500,+62851-5177-****,46,M,Jakarta,2025-05-26,11,postpaid,premium,60.0,300,206.92,69.0,174,0,7,6,0,1,7,26.4,0,Xiaomi,0.13,0
USR005501,+62822-8543-****,27,M,Surabaya,2021-07-05,58,postpaid,family,40.0,150,83.14,55.4,113,37,7,6,1,2,6,38.1,2,Apple,0.019,0
USR005502,+62853-7876-****,20,M,Jakarta,2019-07-29,82,prepaid,monthly_20gb,6.7,20,6.44,32.2,214,8,12,17,0,1,8,41.5,1,Samsung,0.29,0
USR005503,+62822-5369-****,30,M,Medan,2024-02-06,27,prepaid,weekly_10gb,3.3,10,10.93,109.3,8,6,14,12,0,1,9,25.7,1,Samsung,0.521,1
USR005504,+62853-5279-****,58,F,Jakarta,2025-07-22,9,prepaid,weekly_10gb,3.3,10,3.81,38.1,223,122,6,14,0,0,5,30.1,0,Oppo,0.44,0
USR005505,+62853-3711-****,20,F,Surabaya,2025-01-19,15,prepaid,weekly_10gb,3.3,10,6.72,67.2,37,2,12,2,0,0,5,21.4,3,Xiaomi,0.126,0
USR005506,+62851-8812-****,31,F,Jakarta,2024-04-05,25,postpaid,plus,20.0,50,32.21,64.4,182,12,13,5,1,0,8,32.2,2,Xiaomi,0.066,0
USR005507,+62851-3858-****,29,M,Semarang,2026-03-11,1,prepaid,daily_5gb,1.3,5,2.86,57.2,35,19,12,2,1,2,5,24.8,1,Samsung,0.237,1
USR005508,+62853-7849-****,44,M,Jakarta,2025-07-19,9,postpaid,starter,10.0,15,13.28,88.6,131,11,11,0,0,2,8,10.3,0,Xiaomi,0.077,0
USR005509,+62813-4787-****,22,M,Medan,2019-02-27,87,postpaid,starter,10.0,15,3.46,23.0,199,46,6,0,0,0,3,21.5,2,Apple,0.115,0
USR005510,+62851-3862-****,18,F,Jakarta,2026-02-14,2,prepaid,mini_1gb,0.7,1,0.55,55.5,204,14,10,3,0,0,6,25.6,2,Samsung,0.211,0
USR005511,+62813-5903-****,18,F,Jakarta,2025-12-29,4,prepaid,mini_1gb,0.7,1,0.41,40.8,188,19,13,1,0,0,1,35.5,0,Samsung,0.681,1
USR005512,+62851-1712-****,41,M,Bandung,2025-04-28,12,prepaid,weekly_10gb,3.3,10,3.22,32.2,176,18,13,1,0,0,6,31.8,2,Samsung,0.115,0
USR005513,+62851-1257-****,25,M,Denpasar,2024-03-24,25,prepaid,daily_5gb,1.3,5,1.63,32.6,244,0,13,1,0,1,3,19.0,3,Realme,0.422,0
USR005514,+62821-7846-****,34,F,Jakarta,2022-09-25,43,prepaid,mini_1gb,0.7,1,0.62,61.7,23,4,12,7,0,0,8,35.5,3,Oppo,0.08,0
USR005515,+62851-3066-****,39,F,Semarang,2025-03-23,13,postpaid,starter,10.0,15,1.74,11.6,219,0,14,2,0,0,5,32.7,3,Xiaomi,0.227,1
USR005516,+62853-9976-****,29,M,Jakarta,2025-05-04,12,prepaid,monthly_20gb,6.7,20,11.2,56.0,90,44,16,8,0,2,9,5.9,1,Oppo,0.153,0
USR005517,+62812-5569-****,26,M,Denpasar,2023-06-12,35,postpaid,family,40.0,150,50.76,33.8,85,38,13,3,0,1,5,15.7,5,Xiaomi,0.072,0
USR005518,+62821-5011-****,18,M,Palembang,2024-07-31,21,prepaid,monthly_20gb,6.7,20,21.92,109.6,53,2,10,5,0,1,7,26.2,2,Oppo,0.322,0
USR005519,+62822-5626-****,20,F,Palembang,2024-04-13,24,prepaid,daily_5gb,1.3,5,2.28,45.6,155,2,11,9,0,0,3,4.7,1,Vivo,0.849,1
USR005520,+62853-9492-****,28,M,Makassar,2021-01-09,64,prepaid,monthly_20gb,6.7,20,10.19,51.0,194,40,14,3,0,0,3,8.2,1,Oppo,0.506,0
USR005521,+62853-3159-****,40,M,Jakarta,2025-08-06,8,prepaid,mini_1gb,0.7,1,1.2,120.0,143,5,9,7,0,0,6,27.7,1,Vivo,0.14,0
USR005522,+62813-3816-****,33,M,Jakarta,2024-10-04,19,prepaid,weekly_10gb,3.3,10,5.39,53.9,118,14,12,2,1,0,9,17.1,4,Xiaomi,0.172,0
USR005523,+62813-8138-****,30,M,Jakarta,2023-05-10,36,prepaid,daily_5gb,1.3,5,2.09,41.7,203,9,16,0,0,0,8,33.4,2,Vivo,0.204,0
USR005524,+62851-9593-****,22,F,Jakarta,2021-11-16,54,prepaid,weekly_10gb,3.3,10,4.71,47.1,39,19,10,7,0,0,8,38.4,3,Xiaomi,0.095,1
USR005525,+62822-3414-****,36,F,Bandung,2026-03-29,1,postpaid,plus,20.0,50,17.19,34.4,100,35,5,1,0,1,10,33.1,3,Samsung,0.053,0
USR005526,+62813-6926-****,35,M,Jakarta,2025-05-07,11,prepaid,monthly_20gb,6.7,20,14.73,73.7,61,59,9,2,2,0,5,19.4,2,Oppo,0.506,0
USR005527,+62821-1512-****,36,F,Semarang,2024-05-04,24,prepaid,weekly_10gb,3.3,10,5.53,55.3,204,0,12,1,0,0,3,34.3,1,Apple,0.628,0
USR005528,+62851-9483-****,35,F,Makassar,2026-03-26,1,prepaid,monthly_50gb,13.3,50,37.15,74.3,138,31,9,2,0,1,6,17.7,0,Xiaomi,0.235,0
USR005529,+62812-5148-****,24,M,Jakarta,2021-10-02,55,postpaid,family,40.0,150,54.39,36.3,133,7,11,0,0,0,7,44.0,2,Vivo,0.012,0
USR005530,+62812-6299-****,18,M,Jakarta,2025-04-20,12,prepaid,monthly_20gb,6.7,20,12.93,64.7,200,33,15,3,2,0,8,19.1,1,Apple,0.418,0
USR005531,+62853-4086-****,18,M,Palembang,2024-12-17,16,prepaid,unlimited,20.0,100,86.19,86.2,83,4,8,11,0,2,10,12.3,5,Xiaomi,0.207,1
USR005532,+62813-7225-****,35,F,Makassar,2025-07-28,9,prepaid,monthly_50gb,13.3,50,28.42,56.8,40,26,15,3,0,0,6,22.7,2,Oppo,0.041,0
USR005533,+62813-1679-****,25,F,Semarang,2026-01-12,3,postpaid,plus,20.0,50,44.14,88.3,157,5,12,11,0,0,9,25.0,0,Samsung,0.193,0
USR005534,+62813-9966-****,37,M,Denpasar,2022-05-03,48,prepaid,weekly_10gb,3.3,10,7.55,75.5,225,53,14,0,0,0,9,15.8,4,Samsung,0.013,0
USR005535,+62851-9299-****,22,M,Surabaya,2023-07-25,33,prepaid,daily_5gb,1.3,5,3.97,79.4,21,3,18,1,1,0,8,23.2,2,Oppo,0.208,1
USR005536,+62813-9269-****,31,F,Surabaya,2026-03-10,1,prepaid,daily_5gb,1.3,5,0.0,0.0,245,4,13,6,1,2,6,3.3,1,Realme,0.449,0
USR005537,+62822-1527-****,28,F,Jakarta,2025-04-19,12,prepaid,weekly_10gb,3.3,10,6.99,69.9,166,4,17,2,0,0,4,30.3,3,Xiaomi,0.582,1
USR005538,+62821-5233-****,35,F,Denpasar,2025-11-02,5,prepaid,monthly_20gb,6.7,20,7.27,36.3,161,3,16,1,1,0,3,12.4,2,Oppo,0.677,1
USR005539,+62821-9422-****,35,M,Jakarta,2026-01-09,3,prepaid,unlimited,20.0,100,73.18,73.2,172,3,13,1,0,1,5,19.2,1,Xiaomi,0.394,1
USR005540,+62851-1544-****,34,M,Jakarta,2023-12-18,28,postpaid,family,40.0,150,111.64,74.4,160,4,10,5,0,0,7,33.1,2,Samsung,0.039,0
USR005541,+62821-3984-****,39,F,Surabaya,2016-06-03,120,prepaid,mini_1gb,0.7,1,0.84,83.9,103,25,11,7,0,0,7,29.5,4,Apple,0.1,0
USR005542,+62853-5386-****,23,F,Surabaya,2025-12-24,4,postpaid,plus,20.0,50,44.12,88.2,138,2,14,0,0,1,4,48.2,0,Vivo,0.353,1
USR005543,+62853-6804-****,34,F,Medan,2024-03-19,25,prepaid,daily_5gb,1.3,5,4.61,92.2,135,3,18,8,0,0,8,28.7,2,Samsung,0.174,0
USR005544,+62851-8418-****,20,M,Jakarta,2023-09-27,31,prepaid,weekly_10gb,3.3,10,8.89,88.9,112,17,9,0,0,0,5,15.4,0,Xiaomi,0.131,1
USR005545,+62813-9155-****,32,M,Bandung,2025-10-16,6,prepaid,monthly_50gb,13.3,50,43.35,86.7,298,27,6,1,0,0,9,18.4,7,Xiaomi,0.055,0
USR005546,+62851-4632-****,48,M,Medan,2023-06-28,34,prepaid,weekly_10gb,3.3,10,4.78,47.8,81,14,10,1,1,0,6,28.8,2,Xiaomi,0.147,0
USR005547,+62813-3223-****,32,M,Jakarta,2026-01-12,3,prepaid,daily_5gb,1.3,5,3.44,68.8,77,38,8,3,0,0,8,17.2,3,Samsung,0.244,0
USR005548,+62851-7088-****,31,F,Medan,2025-06-09,10,prepaid,mini_1gb,0.7,1,1.2,120.0,202,12,14,3,0,0,6,33.7,0,Infinix,0.12,0
USR005549,+62813-3220-****,18,M,Medan,2024-11-11,17,prepaid,monthly_20gb,6.7,20,14.86,74.3,120,10,12,10,0,0,9,15.4,1,Samsung,0.037,0
USR005550,+62853-8186-****,18,M,Bandung,2025-08-06,8,prepaid,weekly_10gb,3.3,10,2.52,25.2,143,1,14,4,1,0,6,20.4,3,Samsung,0.155,0
USR005551,+62851-7872-****,31,M,Medan,2025-01-03,16,prepaid,monthly_20gb,6.7,20,15.39,77.0,109,1,15,1,0,0,7,46.5,0,Xiaomi,0.176,0
USR005552,+62821-9583-****,30,M,Surabaya,2020-10-31,66,postpaid,starter,10.0,15,6.89,45.9,123,1,11,3,0,0,5,32.2,2,Samsung,0.11,0
USR005553,+62821-7430-****,39,F,Semarang,2026-03-15,1,prepaid,monthly_50gb,13.3,50,53.04,106.1,169,1,15,0,0,3,7,29.1,3,Apple,0.316,0
USR005554,+62813-6311-****,27,M,Surabaya,2025-10-30,6,prepaid,monthly_20gb,6.7,20,7.03,35.2,117,8,10,5,0,1,6,21.0,1,Apple,0.298,0
USR005555,+62813-8050-****,18,M,Jakarta,2021-06-21,59,prepaid,daily_5gb,1.3,5,1.82,36.3,168,8,12,1,1,0,8,16.3,2,Samsung,0.042,0
USR005556,+62853-3342-****,28,M,Semarang,2026-02-17,2,prepaid,mini_1gb,0.7,1,0.17,16.6,83,5,17,10,0,3,2,43.4,2,Oppo,0.823,1
USR005557,+62813-3110-****,42,M,Surabaya,2025-12-20,4,prepaid,monthly_50gb,13.3,50,16.73,33.5,171,21,16,9,3,0,8,16.3,1,Oppo,0.681,0
USR005558,+62812-1801-****,18,M,Jakarta,2025-07-19,9,prepaid,monthly_50gb,13.3,50,43.25,86.5,199,11,10,1,0,1,6,33.3,3,Vivo,0.162,0
USR005559,+62853-4325-****,32,F,Jakarta,2022-01-08,52,prepaid,weekly_10gb,3.3,10,8.72,87.2,153,38,13,6,0,0,8,28.9,2,Xiaomi,0.117,0
USR005560,+62813-4550-****,40,F,Jakarta,2023-07-29,33,prepaid,weekly_10gb,3.3,10,8.85,88.5,126,42,12,7,0,0,6,25.3,3,Vivo,0.156,0
USR005561,+62851-9985-****,39,F,Bandung,2025-06-25,10,prepaid,weekly_10gb,3.3,10,4.23,42.3,177,4,8,12,1,0,10,19.1,3,Xiaomi,0.292,1
USR005562,+62812-2683-****,18,M,Bandung,2025-11-28,5,prepaid,daily_5gb,1.3,5,5.45,109.1,100,66,19,6,0,2,4,30.0,6,Samsung,0.578,1
USR005563,+62853-6904-****,32,M,Bandung,2023-09-15,31,prepaid,mini_1gb,0.7,1,0.42,41.7,257,11,16,5,0,0,5,14.9,3,Apple,0.223,1
USR005564,+62821-8425-****,30,M,Jakarta,2022-06-06,47,postpaid,plus,20.0,50,19.47,38.9,34,44,10,12,1,2,9,25.4,3,Infinix,0.032,0
USR005565,+62822-8583-****,40,F,Bandung,2021-10-09,55,prepaid,weekly_10gb,3.3,10,2.06,20.6,196,3,14,9,0,0,9,15.8,2,Oppo,0.019,0
USR005566,+62853-3737-****,30,M,Semarang,2025-12-10,4,postpaid,plus,20.0,50,37.23,74.5,126,10,9,1,1,1,5,16.1,1,Vivo,0.213,1
USR005567,+62821-5211-****,42,F,Surabaya,2024-11-01,18,prepaid,weekly_10gb,3.3,10,4.44,44.4,196,6,12,2,1,0,4,18.0,2,Samsung,0.514,1
USR005568,+62813-8848-****,26,F,Bandung,2025-05-14,11,prepaid,monthly_20gb,6.7,20,14.77,73.8,267,25,8,8,0,0,5,23.3,5,Xiaomi,0.085,0
