user_id,phone,age,gender,city,registration_date,tenure_months,plan_type,plan_name,monthly_spend_usd,data_quota_gb,data_usage_gb,data_usage_pct,voice_minutes,sms_sent,app_logins_last_30d,days_since_last_topup,complaints_last_90d,support_tickets,nps_score,avg_speed_mbps,dropped_calls_last_30d,device_brand,churn_probability,churned,usage_ratio,engagement_score,is_prepaid,predicted_churn_prob,risk_tier
USR006288,+62853-7938-****,24,M,Jakarta,2026-03-13,1,prepaid,monthly_20gb,6.7,20,19.08,95.4,7,4,12,1,1,0,6,24.8,3,Xiaomi,0.3,0,0.9492537313432834,0.4,1,0.31777257,Medium
USR006289,+62813-7058-****,27,M,Palembang,2024-10-17,18,prepaid,monthly_20gb,6.7,20,6.21,31.1,206,10,8,0,0,1,5,24.5,1,Xiaomi,0.165,1,0.308955223880597,0.26666666666666666,1,0.18995163,Low
USR006290,+62812-7104-****,27,F,Jakarta,2025-10-15,6,prepaid,daily_5gb,1.3,5,3.67,73.5,319,13,16,1,1,0,9,18.9,1,Samsung,0.115,0,0.7196078431372549,0.5333333333333333,1,0.070010684,Low
USR006291,+62822-9889-****,46,F,Jakarta,2025-04-09,12,prepaid,daily_5gb,1.3,5,3.96,79.2,180,19,9,0,1,1,10,35.7,1,Apple,0.201,0,0.7764705882352941,0.3,1,0.054874394,Low
USR006292,+62853-4210-****,38,M,Jakarta,2025-09-23,7,prepaid,weekly_10gb,3.3,10,5.45,54.5,188,50,7,2,0,2,7,21.0,1,Oppo,0.163,1,0.5396039603960396,0.23333333333333334,1,0.16832338,Low
USR006293,+62851-9130-****,31,M,Surabaya,2025-12-11,4,postpaid,family,40.0,150,96.0,64.0,237,37,18,5,0,0,6,21.5,2,Apple,0.127,0,0.6395736175882745,0.6,0,0.124676324,Low
USR006294,+62822-3198-****,59,M,Makassar,2025-09-25,7,prepaid,monthly_20gb,6.7,20,2.01,10.1,246,11,5,16,0,1,8,11.0,1,Oppo,0.701,1,0.09999999999999998,0.16666666666666666,1,0.9605114,High
USR006295,+62813-2363-****,26,F,Bandung,2019-08-09,81,prepaid,unlimited,20.0,100,1.85,1.8,0,11,9,4,0,0,5,20.6,3,Samsung,0.408,0,0.018481518481518484,0.3,1,0.08461228,Low
USR006296,+62822-6354-****,22,F,Makassar,2022-07-23,45,prepaid,monthly_20gb,6.7,20,14.56,72.8,161,4,11,8,1,1,10,34.8,2,Samsung,0.043,0,0.7243781094527363,0.36666666666666664,1,0.018994076,Low
USR006297,+62821-6580-****,34,M,Palembang,2026-02-28,1,prepaid,mini_1gb,0.7,1,0.55,55.3,144,10,13,8,0,1,9,18.3,2,Oppo,0.35,0,0.5,0.43333333333333335,1,0.048222687,Low
USR006298,+62813-3491-****,29,M,Surabaya,2026-03-14,1,prepaid,daily_5gb,1.3,5,2.34,46.8,163,100,14,5,0,0,2,19.5,4,Samsung,0.699,1,0.4588235294117647,0.4666666666666667,1,0.28878647,Low
USR006299,+62853-7584-****,21,M,Jakarta,2025-07-23,9,postpaid,plus,20.0,50,51.52,103.0,49,15,9,9,0,1,9,38.0,2,Samsung,0.08,0,1.0283433133732536,0.3,0,0.061211072,Low
USR006300,+62822-3053-****,26,F,Medan,2022-08-17,44,prepaid,monthly_20gb,6.7,20,18.45,92.2,72,1,14,3,0,0,7,44.5,1,Vivo,0.118,0,0.9179104477611939,0.4666666666666667,1,0.058476824,Low
USR006301,+62851-1842-****,35,F,Jakarta,2025-07-17,9,prepaid,mini_1gb,0.7,1,1.08,107.6,48,22,11,2,1,0,7,24.2,2,Samsung,0.253,1,0.9818181818181818,0.36666666666666664,1,0.4792234,Medium
USR006302,+62813-6593-****,37,F,Medan,2023-10-02,31,prepaid,monthly_20gb,6.7,20,8.7,43.5,13,5,9,3,0,0,4,4.1,2,Xiaomi,0.764,1,0.4328358208955223,0.3,1,0.6245522,Medium
USR006303,+62821-4749-****,32,M,Jakarta,2024-08-13,20,prepaid,unlimited,20.0,100,11.21,11.2,159,2,13,6,1,1,10,23.4,0,Oppo,0.535,0,0.111988011988012,0.43333333333333335,1,0.07899157,Low
USR006304,+62851-4716-****,36,M,Jakarta,2026-03-11,1,postpaid,plus,20.0,50,37.37,74.7,216,29,14,1,0,1,10,23.5,0,Oppo,0.163,0,0.7459081836327345,0.4666666666666667,0,0.056086335,Low
USR006305,+62853-5306-****,24,F,Makassar,2023-06-08,35,prepaid,weekly_10gb,3.3,10,7.46,74.6,160,38,8,1,2,3,4,21.9,0,Xiaomi,0.794,1,0.7386138613861386,0.26666666666666666,1,0.80804884,High
USR006306,+62853-6752-****,27,F,Jakarta,2026-03-12,1,postpaid,plus,20.0,50,35.42,70.8,269,20,9,0,0,0,6,30.1,0,Oppo,0.205,0,0.7069860279441118,0.3,0,0.33535647,Medium
USR006307,+62851-1124-****,28,F,Surabaya,2025-01-15,15,prepaid,monthly_20gb,6.7,20,15.52,77.6,177,7,12,2,0,1,3,24.7,3,Xiaomi,0.473,1,0.772139303482587,0.4,1,0.5736855,Medium
USR006308,+62853-3103-****,32,F,Surabaya,2022-05-17,47,prepaid,monthly_50gb,13.3,50,35.81,71.6,164,11,10,3,1,0,7,24.6,0,Oppo,0.196,0,0.7147704590818363,0.3333333333333333,1,0.11952396,Low
USR006309,+62822-6246-****,30,F,Jakarta,2021-08-29,56,prepaid,weekly_10gb,3.3,10,9.66,96.6,76,1,12,3,0,1,7,30.9,2,Samsung,0.081,0,0.9564356435643565,0.4,1,0.113080144,Low
USR006310,+62822-7023-****,18,F,Surabaya,2025-10-11,6,prepaid,monthly_20gb,6.7,20,19.29,96.4,218,0,16,10,0,1,9,27.3,0,Samsung,0.056,0,0.9597014925373133,0.5333333333333333,1,0.02778996,Low
USR006311,+62821-5963-****,35,M,Jakarta,2025-08-03,8,prepaid,mini_1gb,0.7,1,0.4,39.7,193,0,4,0,1,1,9,30.4,3,Oppo,0.088,0,0.36363636363636365,0.13333333333333333,1,0.11368297,Low
USR006312,+62822-4751-****,33,F,Jakarta,2017-05-18,108,prepaid,weekly_10gb,3.3,10,5.51,55.1,115,12,7,4,1,1,7,20.4,1,Xiaomi,0.081,0,0.5455445544554456,0.23333333333333334,1,0.03640147,Low
USR006313,+62851-9134-****,50,M,Makassar,2024-07-22,21,prepaid,mini_1gb,0.7,1,1.03,103.3,53,3,14,0,0,0,4,26.1,4,Samsung,0.788,1,0.9363636363636363,0.4666666666666667,1,0.7580242,High
USR006314,+62822-6492-****,27,F,Semarang,2023-09-16,31,postpaid,plus,20.0,50,37.39,74.8,184,0,10,0,1,0,9,21.2,3,Oppo,0.125,1,0.7463073852295409,0.3333333333333333,0,0.44157726,Medium
USR006315,+62822-4691-****,18,F,Makassar,2024-06-26,22,prepaid,weekly_10gb,3.3,10,1.18,11.8,208,16,8,6,0,1,7,24.0,2,Samsung,0.38,1,0.11683168316831682,0.26666666666666666,1,0.7832841,High
USR006316,+62812-4389-****,31,M,Bandung,2024-01-01,28,prepaid,daily_5gb,1.3,5,2.91,58.2,235,5,12,0,0,0,7,43.5,4,Oppo,0.25,1,0.5705882352941177,0.4,1,0.3413602,Medium
USR006317,+62813-1592-****,29,F,Bandung,2025-12-22,4,prepaid,weekly_10gb,3.3,10,6.63,66.3,191,1,15,3,0,1,5,19.4,4,Oppo,0.237,0,0.6564356435643565,0.5,1,0.16289105,Low
USR006318,+62822-9879-****,37,F,Semarang,2016-06-05,120,prepaid,daily_5gb,1.3,5,2.84,56.8,186,27,18,1,1,1,7,43.4,1,Vivo,0.087,0,0.5568627450980392,0.6,1,0.06645278,Low
USR006319,+62813-1151-****,53,F,Jakarta,2024-06-29,22,postpaid,plus,20.0,50,47.01,94.0,231,4,10,10,1,0,10,37.2,2,Apple,0.136,0,0.9383233532934131,0.3333333333333333,0,0.011394063,Low
USR006320,+62821-6709-****,30,F,Jakarta,2023-08-16,32,prepaid,daily_5gb,1.3,5,6.0,120.0,45,30,6,0,1,0,7,14.0,4,Xiaomi,0.142,0,1.1764705882352942,0.2,1,0.16357535,Low
USR006321,+62853-3176-****,50,F,Bandung,2022-11-24,41,prepaid,daily_5gb,1.3,5,4.03,80.6,69,2,15,0,1,0,8,24.2,2,Samsung,0.192,0,0.7901960784313726,0.5,1,0.08492492,Low
USR006322,+62853-1832-****,42,F,Medan,2024-11-18,17,prepaid,daily_5gb,1.3,5,3.51,70.2,34,35,9,2,0,1,10,27.6,0,Samsung,0.076,1,0.6882352941176471,0.3,1,0.34268942,Medium
USR006323,+62853-6451-****,21,M,Medan,2025-07-21,9,postpaid,starter,10.0,15,10.61,70.7,257,25,11,7,0,0,10,19.1,3,Xiaomi,0.058,0,0.7026490066225165,0.36666666666666664,0,0.07149605,Low
USR006324,+62822-2222-****,43,F,Surabaya,2024-10-03,18,prepaid,monthly_20gb,6.7,20,0.77,3.8,39,4,12,8,0,0,2,24.8,1,Oppo,0.771,1,0.038308457711442784,0.4,1,0.85414284,High
USR006325,+62822-4487-****,19,M,Medan,2023-01-24,39,prepaid,monthly_20gb,6.7,20,13.48,67.4,199,13,7,0,0,0,6,14.8,2,Realme,0.1,0,0.6706467661691542,0.23333333333333334,1,0.17262329,Low
USR006326,+62851-7375-****,27,F,Semarang,2022-07-19,45,prepaid,monthly_50gb,13.3,50,23.23,46.5,63,4,16,3,0,0,10,43.9,1,Samsung,0.027,0,0.46367265469061875,0.5333333333333333,1,0.059073787,Low
USR006327,+62812-3761-****,35,M,Makassar,2026-03-24,1,postpaid,plus,20.0,50,35.77,71.5,191,42,15,9,0,0,9,28.6,2,Oppo,0.033,0,0.7139720558882235,0.5,0,0.05220201,Low
USR006328,+62821-8699-****,34,F,Semarang,2024-05-10,23,postpaid,plus,20.0,50,46.61,93.2,0,5,15,4,0,0,6,38.5,0,Oppo,0.596,0,0.9303393213572854,0.5,0,0.1276852,Low
USR006329,+62822-9064-****,26,F,Jakarta,2026-02-19,2,prepaid,daily_5gb,1.3,5,3.69,73.8,110,18,13,8,0,0,6,13.5,2,Realme,0.25,0,0.723529411764706,0.43333333333333335,1,0.35183105,Medium
USR006330,+62821-6914-****,30,F,Jakarta,2025-12-01,4,prepaid,mini_1gb,0.7,1,0.72,71.7,81,29,11,0,1,0,3,25.3,0,Oppo,0.599,0,0.6545454545454544,0.36666666666666664,1,0.7857691,High
USR006331,+62851-4567-****,42,M,Jakarta,2018-05-21,96,postpaid,plus,20.0,50,3.62,7.2,204,12,9,6,1,0,5,32.9,5,Vivo,0.158,0,0.07225548902195608,0.3,0,0.26257354,Low
USR006332,+62851-1228-****,20,M,Jakarta,2024-02-22,26,postpaid,starter,10.0,15,9.32,62.1,207,18,6,1,1,0,8,9.7,1,Vivo,0.412,1,0.6172185430463577,0.2,0,0.38336474,Medium
USR006333,+62813-9611-****,18,M,Surabaya,2023-06-26,34,prepaid,monthly_20gb,6.7,20,14.81,74.1,116,6,16,5,0,1,6,21.8,0,Xiaomi,0.277,0,0.7368159203980099,0.5333333333333333,1,0.2517983,Low
USR006334,+62813-8835-****,53,F,Jakarta,2025-12-14,4,prepaid,daily_5gb,1.3,5,3.71,74.2,111,33,14,7,2,1,10,40.0,2,Xiaomi,0.542,1,0.7274509803921569,0.4666666666666667,1,0.8132454,High
USR006335,+62813-2906-****,28,F,Makassar,2023-12-29,28,postpaid,starter,10.0,15,9.58,63.9,157,20,5,9,0,0,5,34.4,2,Oppo,0.12,0,0.6344370860927152,0.16666666666666666,0,0.27054268,Low
USR006336,+62822-4297-****,22,M,Makassar,2024-03-11,25,postpaid,family,40.0,150,135.36,90.2,152,0,12,17,1,1,8,1.0,1,Oppo,0.456,0,0.9017988007994672,0.4,0,0.23404461,Low
USR006337,+62851-3212-****,18,F,Semarang,2024-01-10,27,postpaid,plus,20.0,50,36.79,73.6,201,3,11,3,0,0,2,27.5,2,Xiaomi,0.406,0,0.7343313373253493,0.36666666666666664,0,0.21134862,Low
USR006338,+62821-8224-****,36,M,Bandung,2026-01-24,3,prepaid,monthly_50gb,13.3,50,53.71,107.4,191,4,15,9,0,0,4,9.1,1,Samsung,0.723,1,1.072055888223553,0.5,1,0.895944,High
USR006339,+62851-2936-****,38,F,Medan,2025-05-11,11,postpaid,plus,20.0,50,9.1,18.2,14,18,13,0,1,0,6,21.3,3,Oppo,0.431,1,0.18163672654690619,0.43333333333333335,0,0.6660719,Medium
USR006340,+62813-5412-****,38,M,Surabaya,2024-05-25,23,prepaid,weekly_10gb,3.3,10,3.15,31.5,114,1,9,0,0,0,6,37.9,1,Xiaomi,0.198,0,0.3118811881188119,0.3,1,0.21957816,Low
USR006341,+62853-3063-****,33,M,Jakarta,2025-06-23,10,prepaid,monthly_20gb,6.7,20,11.96,59.8,209,25,9,5,0,1,9,17.9,1,Oppo,0.173,1,0.5950248756218905,0.3,1,0.05350453,Low
USR006342,+62851-3587-****,42,M,Medan,2021-06-06,59,prepaid,weekly_10gb,3.3,10,11.37,113.7,34,7,10,0,0,0,8,26.6,2,Samsung,0.224,0,1.1257425742574256,0.3333333333333333,1,0.102797344,Low
USR006343,+62812-3396-****,34,F,Bandung,2025-10-02,6,prepaid,monthly_50gb,13.3,50,6.83,13.7,26,19,8,3,0,1,10,34.2,2,Samsung,0.192,0,0.13632734530938123,0.26666666666666666,1,0.19393612,Low
USR006344,+62813-6376-****,32,F,Jakarta,2021-03-03,62,prepaid,mini_1gb,0.7,1,0.41,41.2,145,27,22,4,0,0,2,24.5,2,Xiaomi,0.174,0,0.3727272727272727,0.7333333333333333,1,0.19533251,Low
USR006345,+62822-1265-****,44,M,Jakarta,2021-08-31,56,prepaid,monthly_50gb,13.3,50,25.14,50.3,87,1,15,3,0,0,6,44.4,2,Xiaomi,0.062,0,0.5017964071856288,0.5,1,0.07882731,Low
USR006346,+62813-2872-****,40,M,Surabaya,2022-09-22,43,prepaid,weekly_10gb,3.3,10,9.47,94.7,152,2,11,6,0,1,8,25.7,1,Vivo,0.139,0,0.9376237623762377,0.36666666666666664,1,0.21135113,Low
USR006347,+62822-8955-****,32,F,Bandung,2024-06-07,22,prepaid,mini_1gb,0.7,1,0.65,65.3,169,11,10,4,0,2,8,15.2,1,Apple,0.319,0,0.5909090909090908,0.3333333333333333,1,0.3065974,Medium
USR006348,+62813-9807-****,36,F,Surabaya,2025-10-02,6,prepaid,monthly_20gb,6.7,20,17.67,88.3,322,4,8,3,0,0,9,34.7,0,Oppo,0.114,0,0.8791044776119403,0.26666666666666666,1,0.008285907,Low
USR006349,+62851-8359-****,30,M,Jakarta,2026-03-01,1,prepaid,monthly_20gb,6.7,20,12.81,64.1,122,26,13,3,0,2,8,32.5,2,Vivo,0.161,0,0.6373134328358209,0.43333333333333335,1,0.1578319,Low
USR006350,+62851-6567-****,30,M,Bandung,2025-04-27,12,prepaid,monthly_20gb,6.7,20,18.14,90.7,249,3,17,3,0,0,3,10.9,3,Samsung,0.378,1,0.9024875621890547,0.5666666666666667,1,0.7617667,High
USR006351,+62813-5801-****,21,F,Jakarta,2025-09-09,7,prepaid,daily_5gb,1.3,5,4.31,86.2,134,13,14,5,0,0,6,26.3,2,Samsung,0.142,0,0.8450980392156863,0.4666666666666667,1,0.2089819,Low
USR006352,+62851-5423-****,42,M,Bandung,2025-10-23,6,prepaid,monthly_20gb,6.7,20,15.64,78.2,143,8,14,0,1,0,9,29.9,2,Samsung,0.09,0,0.7781094527363184,0.4666666666666667,1,0.08575095,Low
USR006353,+62821-5741-****,27,F,Bandung,2023-12-29,28,postpaid,plus,20.0,50,32.64,65.3,137,13,20,5,1,0,5,47.1,1,Samsung,0.128,0,0.651497005988024,0.6666666666666666,0,0.16238149,Low
USR006354,+62813-6041-****,34,F,Jakarta,2025-11-05,5,postpaid,premium,60.0,300,111.25,37.1,116,2,12,7,0,0,7,20.7,2,Samsung,0.153,0,0.3707097634121959,0.4,0,0.08640887,Low
USR006355,+62812-8704-****,35,M,Bandung,2024-04-08,24,postpaid,family,40.0,150,128.0,85.3,184,6,12,3,2,1,4,30.5,1,Xiaomi,0.891,1,0.8527648234510327,0.4,0,0.76687443,High
USR006356,+62822-4653-****,30,M,Palembang,2025-03-22,13,prepaid,mini_1gb,0.7,1,0.67,66.7,155,5,11,2,0,1,8,23.9,0,Vivo,0.265,1,0.6090909090909091,0.36666666666666664,1,0.21815872,Low
USR006357,+62822-9809-****,42,F,Jakarta,2026-01-18,3,prepaid,daily_5gb,1.3,5,3.79,75.9,131,11,10,5,1,1,3,21.8,4,Xiaomi,0.532,1,0.7431372549019608,0.3333333333333333,1,0.6086305,Medium
USR006358,+62812-1301-****,30,M,Jakarta,2026-03-21,1,prepaid,mini_1gb,0.7,1,0.97,96.7,0,1,13,6,1,2,7,21.3,2,Samsung,0.599,1,0.8818181818181817,0.43333333333333335,1,0.7018035,High
USR006359,+62821-9260-****,23,M,Jakarta,2018-08-20,93,prepaid,mini_1gb,0.7,1,0.56,55.8,226,12,14,5,0,2,7,41.9,3,Infinix,0.171,0,0.5090909090909091,0.4666666666666667,1,0.057848934,Low
USR006360,+62812-5190-****,37,F,Bandung,2022-01-21,51,prepaid,monthly_20gb,6.7,20,12.26,61.3,237,41,14,6,0,0,9,13.1,3,Samsung,0.128,0,0.6099502487562188,0.4666666666666667,1,0.058155004,Low
USR006361,+62853-3957-****,23,M,Denpasar,2022-09-25,43,prepaid,weekly_10gb,3.3,10,9.75,97.5,0,30,11,5,0,0,4,31.6,0,Realme,0.302,1,0.9653465346534654,0.36666666666666664,1,0.7354078,High
USR006362,+62813-7359-****,29,M,Palembang,2020-04-19,73,prepaid,monthly_20gb,6.7,20,17.6,88.0,282,19,14,4,0,0,8,24.5,2,Vivo,0.07,0,0.8756218905472637,0.4666666666666667,1,0.06073082,Low
USR006363,+62813-7779-****,37,M,Jakarta,2025-08-16,8,prepaid,monthly_50gb,13.3,50,48.11,96.2,0,13,13,1,0,1,6,39.5,1,Vivo,0.266,0,0.9602794411177644,0.43333333333333335,1,0.37821755,Medium
USR006364,+62821-7013-****,18,M,Medan,2025-02-19,14,prepaid,monthly_20gb,6.7,20,12.4,62.0,80,13,6,1,1,0,6,35.5,3,Samsung,0.141,0,0.6169154228855721,0.2,1,0.29447222,Low
USR006365,+62851-3606-****,39,M,Surabaya,2025-03-29,13,prepaid,daily_5gb,1.3,5,2.73,54.6,223,8,17,20,2,0,6,24.2,0,Oppo,0.738,1,0.5352941176470588,0.5666666666666667,1,0.78171647,High
USR006366,+62821-7123-****,23,F,Jakarta,2019-02-08,87,prepaid,unlimited,20.0,100,20.55,20.5,202,20,10,2,0,0,5,23.2,2,Samsung,0.257,0,0.2052947052947053,0.3333333333333333,1,0.04045495,Low
USR006367,+62822-6795-****,30,F,Jakarta,2022-09-21,43,prepaid,monthly_50gb,13.3,50,25.66,51.3,112,33,17,4,1,0,6,21.9,1,Realme,0.117,0,0.5121756487025948,0.5666666666666667,1,0.15459721,Low
USR006368,+62851-2592-****,18,F,Palembang,2025-06-28,10,prepaid,daily_5gb,1.3,5,3.46,69.2,100,18,12,0,1,0,7,12.1,3,Samsung,0.174,0,0.6784313725490196,0.4,1,0.27789012,Low
USR006369,+62853-4424-****,29,M,Surabaya,2024-05-06,23,postpaid,premium,60.0,300,213.8,71.3,114,30,7,11,0,2,5,23.9,2,Samsung,0.506,0,0.71242919026991,0.23333333333333334,0,0.5890149,Medium
USR006370,+62821-2229-****,35,M,Bandung,2025-01-23,15,postpaid,premium,60.0,300,206.43,68.8,181,8,17,5,0,0,4,26.9,2,Vivo,0.472,0,0.6878707097634121,0.5666666666666667,0,0.15011805,Low
USR006371,+62853-2736-****,36,M,Jakarta,2021-08-29,56,prepaid,daily_5gb,1.3,5,6.0,120.0,7,1,13,9,0,3,7,29.8,2,Xiaomi,0.264,0,1.1764705882352942,0.43333333333333335,1,0.19137408,Low
USR006372,+62813-3658-****,40,F,Palembang,2022-10-29,42,prepaid,weekly_10gb,3.3,10,11.97,119.7,149,0,8,3,1,1,8,28.2,4,Samsung,0.192,0,1.1851485148514853,0.26666666666666666,1,0.044083286,Low
USR006373,+62812-3737-****,31,F,Makassar,2025-12-16,4,prepaid,monthly_20gb,6.7,20,13.79,69.0,47,15,11,3,0,0,3,27.1,2,Xiaomi,0.53,1,0.6860696517412934,0.36666666666666664,1,0.48639604,Medium
USR006374,+62813-5021-****,23,M,Medan,2023-01-21,39,prepaid,monthly_50gb,13.3,50,46.79,93.6,179,2,11,0,1,0,7,26.7,4,Samsung,0.092,0,0.9339321357285428,0.36666666666666664,1,0.09661082,Low
USR006375,+62813-4580-****,45,M,Jakarta,2026-02-26,1,postpaid,plus,20.0,50,49.42,98.8,25,54,12,8,0,0,5,33.9,0,Oppo,0.146,0,0.9864271457085828,0.4,0,0.20669277,Low
USR006376,+62813-8861-****,19,F,Semarang,2021-10-28,54,prepaid,mini_1gb,0.7,1,0.26,26.4,73,89,10,0,0,1,5,10.8,1,Samsung,0.14,0,0.23636363636363636,0.3333333333333333,1,0.060876857,Low
USR006377,+62813-6599-****,51,F,Jakarta,2025-02-09,14,postpaid,starter,10.0,15,6.4,42.7,261,0,16,0,0,2,8,11.4,0,Samsung,0.087,0,0.42384105960264906,0.5333333333333333,0,0.29572207,Low
USR006378,+62821-6498-****,19,M,Bandung,2024-03-17,25,postpaid,plus,20.0,50,30.48,61.0,349,30,14,4,0,1,5,41.2,0,Oppo,0.099,0,0.6083832335329341,0.4666666666666667,0,0.10859607,Low
USR006379,+62821-3661-****,18,M,Surabaya,2018-12-15,89,prepaid,monthly_20gb,6.7,20,9.7,48.5,0,39,4,5,0,1,8,16.9,2,Oppo,0.304,0,0.48258706467661683,0.13333333333333333,1,0.05892541,Low
USR006380,+62822-7333-****,30,F,Bandung,2025-12-30,3,prepaid,monthly_20gb,6.7,20,14.41,72.0,245,13,7,5,1,1,8,36.0,1,Apple,0.158,0,0.7169154228855721,0.23333333333333334,1,0.23622099,Low
USR006381,+62853-9626-****,26,F,Jakarta,2021-09-09,56,prepaid,monthly_20gb,6.7,20,13.8,69.0,180,18,15,15,0,0,5,36.1,2,Oppo,0.443,0,0.6865671641791045,0.5,1,0.23897834,Low
USR006382,+62821-9181-****,51,F,Bandung,2024-04-20,24,postpaid,starter,10.0,15,10.76,71.7,232,17,17,4,0,0,8,5.9,2,Xiaomi,0.442,1,0.7125827814569536,0.5666666666666667,0,0.47932974,Medium
USR006383,+62853-3115-****,35,M,Surabaya,2025-03-03,13,prepaid,mini_1gb,0.7,1,0.67,67.0,232,28,12,7,0,0,8,15.9,2,Oppo,0.152,0,0.6090909090909091,0.4,1,0.12908602,Low
USR006384,+62822-6611-****,18,M,Jakarta,2026-03-12,1,prepaid,daily_5gb,1.3,5,0.48,9.6,162,4,19,2,1,1,8,11.6,1,Vivo,0.606,0,0.09411764705882353,0.6333333333333333,1,0.21530163,Low
USR006385,+62821-1455-****,42,M,Bandung,2025-06-13,10,prepaid,monthly_50gb,13.3,50,48.3,96.6,27,12,13,0,0,1,4,25.7,2,Oppo,0.723,1,0.9640718562874251,0.43333333333333335,1,0.285289,Low
USR006386,+62821-4991-****,46,M,Jakarta,2025-11-08,5,postpaid,plus,20.0,50,24.12,48.2,153,0,12,0,0,0,8,27.3,3,Xiaomi,0.579,0,0.481437125748503,0.4,0,0.15065706,Low
USR006387,+62821-3996-****,21,M,Makassar,2017-08-27,105,prepaid,daily_5gb,1.3,5,4.59,91.8,85,8,14,1,0,1,3,42.0,2,Samsung,0.565,0,0.9,0.4666666666666667,1,0.15697177,Low
USR006388,+62812-2017-****,44,M,Jakarta,2025-12-08,4,prepaid,daily_5gb,1.3,5,4.11,82.2,217,16,12,0,0,1,4,16.8,1,Vivo,0.85,0,0.8058823529411766,0.4,1,0.3452486,Medium
USR006389,+62851-1708-****,20,M,Surabaya,2026-03-09,1,postpaid,plus,20.0,50,51.31,102.6,90,18,8,7,0,0,6,25.2,1,Samsung,0.227,0,1.0241516966067865,0.26666666666666666,0,0.17517473,Low
USR006390,+62853-7801-****,47,M,Jakarta,2022-06-27,46,postpaid,family,40.0,150,104.78,69.9,112,36,10,0,0,0,8,34.6,2,Vivo,0.1,0,0.6980679546968688,0.3333333333333333,0,0.030885492,Low
USR006391,+62851-5904-****,34,F,Jakarta,2023-08-16,32,postpaid,starter,10.0,15,10.59,70.6,53,8,6,4,0,1,4,30.1,1,Vivo,0.207,0,0.7013245033112583,0.2,0,0.3593427,Medium
USR006392,+62853-4347-****,21,M,Denpasar,2021-04-22,60,postpaid,premium,60.0,300,243.35,81.1,120,14,7,6,1,0,7,19.0,2,Xiaomi,0.077,1,0.8108963678773742,0.23333333333333334,0,0.12774293,Low
USR006393,+62821-3447-****,40,F,Jakarta,2023-02-03,39,prepaid,daily_5gb,1.3,5,5.66,113.2,186,14,15,13,0,0,9,25.6,0,Oppo,0.277,0,1.1098039215686275,0.5,1,0.18557872,Low
USR006394,+62821-1138-****,24,F,Jakarta,2025-01-31,14,prepaid,daily_5gb,1.3,5,1.52,30.4,197,8,13,8,1,1,8,10.2,0,Xiaomi,0.127,0,0.29803921568627456,0.43333333333333335,1,0.20648079,Low
USR006395,+62851-9251-****,27,F,Semarang,2021-03-28,61,prepaid,daily_5gb,1.3,5,4.48,89.6,154,11,19,5,0,2,5,32.5,2,Realme,0.142,0,0.8784313725490197,0.6333333333333333,1,0.067222334,Low
USR006396,+62853-7787-****,26,M,Surabaya,2022-01-13,52,prepaid,unlimited,20.0,100,87.23,87.2,209,37,15,5,0,0,4,25.9,2,Oppo,0.23,0,0.8714285714285716,0.5,1,0.089086585,Low
USR006397,+62821-2145-****,44,M,Palembang,2026-02-09,2,prepaid,monthly_20gb,6.7,20,8.89,44.4,189,34,13,0,1,1,9,20.6,2,Oppo,0.134,1,0.44228855721393034,0.43333333333333335,1,0.40617606,Medium
USR006398,+62813-8610-****,19,M,Surabaya,2022-09-27,43,prepaid,monthly_20gb,6.7,20,16.84,84.2,91,1,17,4,0,1,5,23.3,0,Apple,0.109,0,0.8378109452736318,0.5666666666666667,1,0.17874482,Low
USR006399,+62812-6102-****,31,M,Semarang,2025-11-15,5,prepaid,monthly_20gb,6.7,20,16.04,80.2,202,30,8,2,0,1,7,9.2,3,Samsung,0.438,1,0.7980099502487561,0.26666666666666666,1,0.47479588,Medium
USR006400,+62813-2001-****,19,M,Denpasar,2025-05-07,11,prepaid,unlimited,20.0,100,95.72,95.7,142,4,10,3,0,0,5,31.2,1,Xiaomi,0.336,1,0.9562437562437562,0.3333333333333333,1,0.30578846,Medium
USR006401,+62853-3346-****,31,F,Palembang,2025-05-25,11,prepaid,weekly_10gb,3.3,10,9.08,90.8,127,89,6,6,0,2,7,27.8,2,Xiaomi,0.236,0,0.899009900990099,0.2,1,0.08664786,Low
USR006402,+62812-3730-****,29,M,Surabaya,2026-02-21,2,prepaid,mini_1gb,0.7,1,0.64,64.4,89,20,15,11,0,1,3,27.0,2,Xiaomi,0.74,1,0.5818181818181818,0.5,1,0.91214806,High
USR006403,+62813-2338-****,24,F,Medan,2025-12-25,4,prepaid,mini_1gb,0.7,1,1.02,101.8,96,26,11,1,0,2,5,33.9,3,Xiaomi,0.408,1,0.9272727272727272,0.36666666666666664,1,0.65525776,Medium
USR006404,+62812-7477-****,35,F,Jakarta,2021-07-06,58,postpaid,plus,20.0,50,25.79,51.6,201,37,16,11,1,2,9,22.4,3,Samsung,0.09,0,0.5147704590818363,0.5333333333333333,0,0.033114195,Low
USR006405,+62851-4851-****,41,F,Medan,2025-08-20,8,postpaid,starter,10.0,15,2.16,14.4,293,92,14,2,0,3,8,41.8,2,Vivo,0.371,0,0.14304635761589404,0.4666666666666667,0,0.11698021,Low
